SHOP_ID,DATE,N_TRANS
95,16/01/22,6
39,6/06/21,4
48,22/11/22,18
62,10/05/21,13
30,23/05/21,3
59,31/05/22,1
94,4/06/22,4
30,16/05/21,7
90,28/10/21,8
30,24/05/21,9
28,1/08/22,4
83,9/03/22,2
36,29/09/22,2
92,7/06/22,8
94,26/06/21,3
84,1/08/21,10
75,19/04/21,3
91,14/06/21,3
7,3/09/21,2
28,30/11/21,9
91,8/01/21,4
73,2/10/22,2
36,9/10/22,1
13,8/11/22,4
91,11/07/22,3
56,3/10/22,9
66,5/05/22,7
58,26/03/21,8
92,2/08/22,4
87,21/07/21,1
22,27/05/22,1
83,24/01/22,5
22,18/07/21,4
37,29/01/22,3
89,3/02/21,8
91,24/10/21,2
81,9/07/22,10
31,3/03/22,2
58,23/03/21,5
28,18/10/21,5
54,29/07/21,9
33,24/04/21,2
43,20/01/22,1
89,10/10/21,3
39,26/07/21,6
3,29/11/22,10
22,21/07/21,2
37,13/12/21,2
81,8/12/21,10
28,10/04/22,7
95,16/07/22,5
91,12/11/22,2
94,30/05/21,3
78,28/09/21,7
64,31/05/22,1
66,12/04/21,4
29,4/12/22,3
43,13/09/22,1
38,28/03/21,2
36,25/10/22,2
31,15/12/21,2
90,23/08/21,1
58,14/12/21,3
83,6/02/22,4
27,27/01/22,7
91,20/09/21,8
61,9/03/22,1
65,21/03/22,1
64,2/01/22,2
64,1/10/21,3
28,23/07/21,4
31,28/10/21,4
37,30/03/22,5
85,30/09/22,1
70,13/02/21,2
80,25/04/21,1
58,19/05/22,3
43,26/10/22,1
39,2/07/21,2
73,16/09/21,3
61,27/01/21,1
59,19/09/21,1
28,28/11/22,2
73,2/09/21,1
22,23/07/22,2
13,21/04/21,1
58,31/07/22,1
9,26/09/21,1
67,12/11/22,1
31,30/01/21,1
9,2/10/22,2
64,20/08/21,1
48,24/07/22,2
36,30/12/22,1
80,1/09/22,2
91,24/12/22,1
87,29/03/22,1
89,10/03/21,2
61,5/01/21,1
89,20/06/21,1
87,13/05/21,1
38,12/11/21,351
86,29/09/21,1645
34,2/06/22,263
60,15/04/22,181
10,4/11/21,297
15,9/07/21,1265
15,23/10/22,1650
2,17/07/22,459
53,19/08/22,230
86,13/08/21,1886
100,26/09/22,1410
97,24/12/21,300
84,28/04/21,24
53,24/10/22,313
96,24/07/21,323
96,5/01/22,223
53,30/08/22,173
41,4/02/21,133
10,22/04/21,298
53,16/10/22,222
34,16/10/22,276
15,23/03/21,1393
57,30/10/21,416
12,31/10/21,70
100,4/02/22,1980
88,18/11/22,101
10,14/10/22,306
57,15/12/22,446
16,14/04/21,794
45,21/04/22,78
53,19/07/22,137
34,11/06/21,288
68,25/10/21,1107
47,25/09/21,300
16,10/05/22,727
35,27/02/22,29
96,13/02/22,147
86,20/11/21,2183
60,4/11/22,197
85,16/02/22,122
86,12/07/21,1773
86,20/07/21,1936
2,20/02/21,699
15,4/05/22,1137
1,15/09/21,36
15,21/12/22,1847
16,16/02/22,505
34,15/02/21,261
86,28/05/21,1839
68,29/11/22,1192
86,20/06/21,1754
100,29/11/21,1958
10,1/04/21,430
76,7/04/21,69
86,30/07/22,1945
86,23/09/22,1820
16,16/10/21,551
68,29/12/21,1287
16,30/08/22,815
15,12/06/22,1220
23,4/09/22,60
21,7/06/22,347
26,23/12/22,160
47,18/06/21,150
20,29/07/22,1265
16,10/11/22,778
98,7/09/22,218
20,11/07/21,1233
98,5/06/21,529
98,25/07/21,125
86,18/10/21,1632
57,21/10/22,502
53,20/12/22,528
51,23/07/22,53
38,14/07/21,284
20,13/08/22,1160
68,27/09/22,1595
41,8/06/22,346
10,2/12/22,318
20,31/10/21,863
98,18/12/22,215
20,8/12/21,1286
95,23/08/22,10
49,4/01/21,25
38,1/04/22,957
38,10/08/21,339
47,9/04/22,233
72,9/12/21,51
98,1/03/22,225
68,24/08/22,1480
86,21/12/21,1938
10,2/01/22,256
86,25/02/21,1838
8,18/11/21,31
76,6/05/22,47
10,15/04/22,349
21,15/02/22,432
15,12/09/21,1040
86,15/03/22,1341
21,23/04/21,441
16,19/03/22,593
74,17/09/22,111
57,30/05/22,411
68,25/07/21,1790
16,23/02/21,842
10,20/04/21,267
10,29/05/21,376
86,14/03/22,1192
15,4/12/21,1338
34,28/10/21,297
16,5/01/21,865
76,30/05/22,43
20,4/08/22,1220
16,18/05/22,663
11,14/06/22,92
68,22/06/22,1466
34,24/03/21,275
21,14/03/21,375
50,16/04/22,36
57,27/09/22,469
15,27/05/21,1239
20,2/08/21,1162
82,12/06/21,69
40,14/04/21,234
51,31/12/21,61
20,16/02/22,1245
60,15/09/22,205
20,2/09/22,1362
86,7/05/21,1852
53,28/03/22,152
18,27/12/22,270
38,10/08/22,452
41,8/10/21,134
20,1/06/22,39
12,25/10/22,76
20,10/03/22,1020
46,10/10/21,29
68,13/11/21,1338
20,26/05/21,1419
98,13/05/21,272
26,15/10/22,100
1,5/05/21,25
19,11/02/21,126
42,30/09/21,4
97,24/02/21,89
60,20/11/21,203
34,6/02/22,178
59,8/12/21,69
12,17/10/21,87
16,2/10/21,550
57,21/07/21,467
68,18/12/21,1825
51,9/08/21,39
16,23/09/22,744
97,10/06/21,110
60,16/06/21,225
15,29/06/21,1473
34,12/03/21,308
2,8/07/21,753
47,25/05/21,156
11,4/04/21,126
2,6/09/21,199
20,21/02/21,1098
16,26/04/22,704
71,5/08/21,8
10,2/11/21,300
19,13/08/22,272
97,9/03/22,81
15,12/05/22,1175
11,27/07/21,94
21,1/03/22,383
31,26/11/22,43
20,17/03/22,1083
98,26/06/22,136
50,18/12/22,30
95,23/04/21,18
16,20/09/21,529
38,28/06/22,441
98,24/01/21,215
10,13/09/22,290
68,18/03/22,1106
85,8/02/22,97
60,10/02/22,219
34,18/01/22,285
60,6/09/22,193
97,17/09/22,116
26,3/12/22,170
41,13/04/22,375
59,15/02/22,74
34,5/03/22,297
44,25/01/22,53
26,14/10/22,151
57,22/06/22,600
19,18/03/22,213
60,26/07/21,157
18,13/02/21,143
13,21/08/22,14
60,10/11/21,255
76,30/09/21,52
47,27/12/22,245
92,13/07/22,14
38,13/08/21,309
2,31/05/22,615
47,17/03/21,146
10,13/04/21,278
41,10/08/22,397
34,30/05/21,217
1,20/03/21,71
53,18/04/22,474
26,19/12/22,156
92,30/05/22,24
32,13/10/22,43
98,16/08/21,130
96,9/06/21,264
47,25/03/21,151
23,27/11/22,107
30,10/11/21,42
97,2/05/21,99
44,4/04/21,188
21,12/07/21,369
23,3/09/21,13
79,2/01/21,39
59,6/05/21,68
42,6/01/21,14
22,15/10/22,7
16,8/07/21,708
27,29/05/21,40
41,13/08/21,162
78,19/11/21,12
57,17/06/21,441
16,21/02/22,499
19,29/04/22,181
21,16/07/21,402
88,13/01/22,42
45,12/01/21,52
90,21/04/21,18
2,19/06/21,646
41,14/05/22,255
10,12/02/22,329
10,11/02/21,324
47,8/12/22,184
96,12/03/21,342
50,6/06/21,32
21,14/12/21,437
64,5/12/21,9
3,17/01/21,23
97,16/01/21,102
60,5/09/21,83
21,22/03/21,385
78,22/02/22,6
16,11/12/21,580
11,12/07/21,74
19,15/07/22,180
2,9/08/22,638
47,1/06/21,157
78,31/08/22,31
53,8/02/21,298
5,9/06/22,31
96,12/04/21,169
2,29/01/21,687
38,12/02/22,1
72,24/12/22,49
19,26/10/22,217
35,9/06/22,32
19,23/06/22,99
42,29/09/21,27
84,14/08/22,13
76,22/05/21,53
38,5/05/21,400
47,11/07/21,210
19,3/05/21,60
65,2/07/22,8
26,4/11/22,157
98,17/01/22,182
2,22/07/22,561
11,24/12/21,103
10,24/09/21,335
43,24/03/22,3
12,24/09/22,73
59,4/08/22,63
84,11/08/21,31
96,3/06/22,149
2,13/01/22,429
2,5/10/21,265
77,3/04/22,18
21,18/10/22,372
16,10/03/21,718
36,1/06/21,33
79,30/03/21,50
18,14/02/21,136
27,10/11/22,17
62,8/09/22,24
97,19/05/22,136
12,24/01/21,88
12,15/03/21,69
45,30/01/21,75
98,3/11/21,210
66,21/01/22,15
10,31/12/21,294
98,3/07/22,141
23,23/12/22,159
12,22/02/22,75
82,26/04/22,45
26,3/01/22,109
88,26/10/22,111
3,21/08/22,25
84,8/07/22,17
35,15/08/21,41
51,6/05/21,47
98,21/08/22,144
96,24/07/22,137
8,7/01/22,33
45,24/09/22,72
97,17/03/21,99
3,24/06/21,28
3,22/12/22,41
1,4/10/21,38
62,6/05/21,21
77,2/09/22,33
41,16/05/22,139
53,21/01/21,199
94,6/05/22,7
50,6/02/21,31
17,1/09/22,7
96,18/02/22,135
37,15/10/21,11
78,13/07/21,21
47,4/01/22,200
41,26/06/22,139
26,26/12/22,120
34,4/02/21,304
90,24/07/21,12
1,26/09/22,167
97,15/06/22,96
45,23/07/22,77
82,23/03/21,24
57,28/07/22,492
59,22/08/22,69
96,23/02/22,72
32,22/11/22,59
97,29/06/21,87
97,28/03/21,67
12,15/10/22,79
35,24/06/21,41
31,6/07/22,36
8,12/12/22,20
29,30/11/21,14
82,6/05/22,48
23,17/08/22,40
74,26/03/22,97
57,3/01/22,359
32,25/01/21,121
76,5/04/22,46
77,23/02/22,16
3,10/07/21,58
12,30/10/22,79
84,12/09/21,9
45,12/10/21,52
77,12/05/22,33
50,25/04/22,17
31,9/06/22,13
11,19/01/21,85
76,2/11/22,41
91,29/06/22,4
90,16/12/21,14
45,11/12/21,70
2,17/09/21,244
5,16/07/21,45
85,28/06/21,87
78,16/04/21,17
84,10/06/21,18
85,8/03/22,117
44,16/12/22,37
97,29/11/21,103
28,17/11/21,5
70,3/01/21,2
17,26/07/22,11
94,11/09/22,10
31,19/11/22,41
97,7/05/21,154
82,13/10/22,46
62,12/02/21,17
19,8/02/21,65
85,17/05/21,65
23,6/09/22,14
77,9/04/22,31
23,31/08/22,44
60,17/04/22,149
83,9/02/21,4
77,14/08/22,17
12,30/06/21,82
19,25/05/22,196
95,8/02/21,14
26,25/09/21,31
5,11/09/22,71
40,18/11/22,210
82,28/10/21,37
84,3/06/22,20
93,19/02/21,31
26,22/10/21,32
46,7/10/21,26
57,29/08/21,170
40,8/06/22,156
88,8/04/22,75
1,10/04/22,61
32,13/10/21,54
35,30/12/22,32
72,6/10/21,26
41,14/12/21,195
74,11/04/21,13
32,23/10/22,11
45,13/08/21,119
29,6/08/22,42
41,8/05/21,206
78,4/09/22,41
97,25/05/21,115
40,18/07/22,79
95,22/02/22,9
23,16/01/21,25
32,5/12/21,59
78,4/02/21,5
35,2/02/21,23
5,7/01/21,26
84,13/05/21,25
17,13/03/21,36
97,12/11/22,115
97,17/05/21,82
90,3/11/21,15
1,29/06/22,35
95,3/02/21,18
44,13/03/21,43
12,14/05/21,59
45,28/06/22,39
98,13/09/22,210
23,13/12/22,22
31,21/07/21,7
18,16/05/22,39
88,8/10/21,85
1,2/11/21,29
74,5/09/21,13
97,30/03/22,103
48,22/05/22,4
64,17/07/21,1
45,11/04/21,46
27,1/12/22,6
8,25/11/21,27
1,16/02/22,75
48,16/11/22,39
8,28/06/22,34
82,20/09/21,27
10,4/01/22,254
48,3/09/22,47
32,29/03/21,36
41,9/08/22,128
12,15/05/22,86
49,2/07/22,19
81,17/02/21,6
3,17/05/21,15
31,19/07/21,6
5,29/07/21,41
7,11/10/21,48
97,24/03/22,121
12,25/05/22,60
50,22/09/22,38
49,24/01/22,4
48,23/02/21,7
11,29/06/22,77
90,18/12/21,27
40,4/09/22,111
31,18/02/22,5
4,11/03/21,6
91,2/12/22,5
46,8/06/22,27
50,14/06/21,21
50,30/09/22,16
90,23/02/22,7
49,20/08/21,2
13,21/12/21,4
1,10/08/22,38
84,2/07/21,12
17,19/07/22,10
81,23/11/21,10
41,20/08/21,29
56,14/12/21,12
56,22/12/21,45
59,9/12/21,64
81,19/12/21,14
23,23/10/22,40
51,20/05/22,46
12,4/09/21,13
40,10/02/22,110
4,1/11/22,11
56,30/10/21,25
29,8/04/21,13
77,31/12/21,41
77,4/07/21,17
18,24/05/22,51
3,15/10/22,40
63,23/05/21,13
4,13/12/21,3
3,10/04/21,42
30,14/07/21,39
72,15/07/22,20
35,21/03/21,30
19,6/04/21,84
82,20/04/22,47
46,30/01/22,16
90,28/12/22,18
5,28/11/22,30
88,17/03/22,63
30,16/11/22,55
65,21/06/21,6
48,6/09/22,9
7,24/04/21,76
74,3/08/22,35
51,13/01/22,48
32,13/01/22,50
82,1/09/22,27
81,25/04/21,20
74,17/12/21,37
17,30/03/21,3
4,18/02/21,14
51,5/02/22,37
82,23/11/21,34
90,2/11/22,10
83,6/01/21,17
96,29/10/22,74
82,15/11/22,24
18,8/08/22,20
95,3/11/22,30
6,6/01/21,4
37,23/12/21,13
4,30/01/22,13
12,13/01/21,66
35,15/04/22,24
72,28/07/22,29
1,14/05/22,42
76,24/04/22,28
72,23/05/22,12
46,28/01/21,30
41,6/05/21,113
3,15/02/22,11
51,9/04/22,50
80,30/07/21,3
80,10/04/22,2
48,24/07/21,35
27,23/10/21,44
74,8/10/22,76
40,21/02/22,61
95,14/06/21,8
77,8/02/21,18
22,15/02/22,6
76,21/11/21,28
97,3/01/21,55
62,26/01/21,16
54,8/05/21,55
18,21/09/22,55
27,3/08/21,8
32,21/03/22,30
92,7/11/21,10
61,15/07/22,3
17,27/10/21,19
4,29/04/21,8
5,21/04/22,26
74,23/02/21,42
84,10/10/22,11
84,20/04/22,24
3,29/12/21,15
49,22/07/21,6
22,2/04/21,13
45,3/08/21,50
88,30/07/21,42
49,1/08/21,15
84,14/05/22,35
49,14/08/22,27
72,25/10/21,36
66,28/12/22,18
5,14/09/21,23
35,17/11/21,38
92,8/02/22,20
37,6/04/21,11
92,30/03/21,19
49,2/06/22,2
56,1/12/22,14
65,26/05/21,3
75,27/03/22,6
69,20/02/22,6
84,10/07/22,9
59,26/07/21,48
1,27/04/21,21
90,29/04/22,14
72,3/08/21,18
3,15/01/22,22
37,6/03/22,2
46,16/05/22,12
58,4/07/22,5
56,27/05/22,17
83,17/05/22,1
81,8/07/21,12
91,17/06/21,8
30,21/02/21,14
56,26/11/22,21
51,13/12/21,37
8,12/03/21,47
27,15/04/21,5
17,5/06/21,53
29,4/01/21,5
17,2/05/22,3
78,19/03/21,22
51,6/04/22,37
78,9/12/22,18
35,5/11/22,25
9,14/08/21,4
46,9/04/21,31
72,13/04/21,31
30,31/05/22,18
17,26/10/21,5
62,24/09/21,10
92,17/01/21,12
63,14/04/21,11
48,22/06/21,8
87,12/07/22,4
50,24/05/22,15
13,5/12/21,7
90,14/01/21,10
28,29/12/21,9
78,8/11/21,6
4,14/08/21,27
65,11/04/21,6
81,5/01/21,8
90,10/01/21,14
75,26/03/22,2
90,22/12/22,32
91,11/05/21,8
81,19/01/22,4
72,16/07/21,30
35,17/10/22,23
28,28/12/22,10
43,8/12/22,3
27,8/12/22,5
35,28/08/22,33
4,29/12/22,17
28,10/12/22,16
88,7/06/21,34
88,29/08/21,18
22,2/12/22,10
72,30/04/21,18
29,10/01/22,12
4,20/02/22,16
49,9/01/22,28
29,27/06/22,7
30,15/06/22,35
73,3/04/22,3
24,14/07/21,4
78,5/04/21,19
7,27/08/21,2
29,6/10/22,17
90,24/08/22,7
63,17/01/21,8
65,14/02/21,13
81,28/09/22,11
22,6/01/22,13
17,3/11/21,21
17,31/01/21,11
28,21/04/21,7
54,23/12/21,25
42,8/05/21,25
37,5/01/21,4
22,20/07/21,5
56,27/03/22,16
61,30/11/22,3
5,21/04/21,21
84,6/07/21,14
58,9/06/22,11
71,12/04/21,4
50,17/02/22,17
48,14/12/21,12
56,27/08/22,13
64,31/12/21,2
54,13/12/21,9
17,16/07/21,5
51,20/11/22,23
56,27/07/22,6
37,1/10/21,11
30,6/09/21,8
77,5/09/22,9
35,10/02/21,27
92,31/07/22,3
29,22/06/21,11
71,12/08/21,3
28,9/07/22,1
32,19/09/21,22
36,10/06/21,1
28,30/01/21,4
5,2/08/22,9
31,7/08/21,16
71,30/07/21,11
4,28/05/21,19
81,4/07/21,13
69,14/02/21,3
61,13/10/22,4
24,19/01/21,2
58,2/10/22,3
91,2/06/22,10
58,20/12/21,5
37,6/06/22,5
87,2/07/22,3
23,11/07/21,23
78,26/02/21,15
73,10/01/21,6
4,29/01/22,16
65,23/04/22,11
89,30/07/21,4
71,29/03/21,4
80,4/06/21,1
62,10/11/21,12
94,27/04/22,1
75,14/02/22,1
77,11/04/22,13
65,13/02/21,4
31,30/08/22,9
22,29/06/22,3
3,27/02/22,19
80,12/09/21,2
54,1/02/22,6
91,1/09/22,3
80,14/05/22,3
31,8/08/21,14
37,19/05/22,12
32,14/03/22,24
78,27/03/21,8
91,18/05/21,3
73,21/05/22,13
27,8/01/21,7
27,13/04/21,12
91,4/11/21,5
22,28/10/22,3
54,20/07/21,8
81,31/03/22,8
24,11/08/21,2
65,3/02/22,5
81,12/03/21,5
64,18/07/22,1
56,24/07/22,5
43,26/04/21,2
22,11/07/21,1
49,11/05/22,4
65,23/04/21,4
54,4/03/22,8
56,11/05/21,4
54,28/02/22,6
9,26/06/21,3
30,5/06/22,4
66,29/03/22,3
30,28/11/22,3
51,21/11/22,7
31,30/10/21,1
58,12/10/21,11
29,24/07/22,5
58,25/10/22,2
42,31/03/21,4
30,13/05/21,11
84,9/08/21,7
36,4/07/21,4
70,9/05/21,2
13,22/12/22,1
9,1/02/21,4
43,21/01/21,2
13,2/07/21,2
62,21/01/21,15
64,3/07/22,1
22,26/06/22,1
28,22/03/21,5
67,22/01/21,4
53,10/10/21,5
56,18/06/22,13
58,12/05/22,3
13,29/11/22,7
6,13/01/21,1
58,3/02/22,2
49,21/04/22,2
66,27/03/22,1
64,20/08/22,4
13,23/11/21,3
37,4/10/22,3
27,4/03/21,7
30,12/07/22,15
64,27/01/21,1
77,16/08/21,9
17,29/08/22,4
31,15/04/21,7
73,5/09/22,3
81,6/08/21,13
73,31/01/22,2
94,31/07/22,2
49,14/11/21,2
4,27/12/21,11
73,10/05/21,1
9,22/01/22,3
36,25/06/22,1
6,25/01/21,2
49,10/08/21,4
9,7/01/22,2
80,30/01/21,3
27,14/04/22,5
95,29/12/22,2
73,26/04/22,3
43,6/06/22,1
27,7/02/21,4
28,3/06/21,4
66,14/11/22,4
36,23/12/21,1
61,21/04/21,3
66,9/03/21,3
89,27/03/22,3
28,7/03/21,3
31,17/01/21,4
87,14/05/21,1
73,17/01/21,3
58,26/07/21,1
65,14/04/21,3
65,30/11/22,5
43,2/05/21,1
73,4/09/22,4
56,18/07/21,6
48,17/02/22,5
4,26/10/22,5
31,24/11/21,3
87,13/06/22,1
37,5/11/21,3
67,23/03/21,1
29,25/07/21,4
48,5/07/21,1
61,19/03/22,1
87,3/06/21,2
31,30/01/22,3
73,8/02/22,4
70,4/03/21,2
37,21/08/21,2
89,27/04/22,1
39,18/06/21,1
66,9/12/21,2
24,13/06/21,2
58,12/09/22,1
61,10/05/21,1
43,6/02/22,1
43,11/04/21,1
63,16/09/21,3
87,17/12/21,1
13,1/06/21,1
13,15/02/22,2
61,1/11/21,1
89,13/01/21,2
9,9/10/22,1
36,12/03/22,1
61,26/11/22,1
89,6/06/22,1
43,11/05/21,1
91,1/01/22,1
94,8/04/22,1
24,5/03/21,1
64,5/09/22,1
87,20/11/21,2
80,5/08/21,1
37,17/07/22,1
16,4/01/21,574
60,18/02/21,260
1,9/05/22,20
32,7/01/21,123
19,28/04/21,224
45,31/07/22,70
21,21/07/22,340
15,18/10/21,1082
15,19/09/22,1196
88,23/09/21,48
60,13/01/22,196
32,8/06/21,70
34,3/05/22,276
47,12/11/21,251
100,2/07/21,2567
57,30/12/21,537
51,19/03/22,53
97,6/08/21,91
57,2/08/22,514
15,3/06/21,1151
26,5/06/21,231
86,1/07/22,1636
68,28/05/22,1241
86,13/02/21,2238
98,28/05/21,488
68,8/02/22,1035
57,8/04/22,454
98,14/02/21,172
100,1/01/22,1667
21,22/10/21,417
38,24/09/21,365
68,18/04/22,1283
96,28/02/22,62
47,9/01/21,224
100,28/07/22,1591
98,8/05/21,544
100,12/05/21,2394
15,6/08/21,1320
11,28/01/22,127
62,16/10/21,18
30,6/08/21,20
96,6/06/22,162
2,30/10/22,432
20,27/11/22,1034
2,12/03/22,514
86,13/07/21,1965
19,29/12/21,284
90,14/05/22,21
10,3/09/22,351
100,19/03/21,2599
20,19/11/22,1100
57,28/05/21,407
2,13/06/22,474
86,9/04/22,1475
68,6/12/22,1587
100,4/03/21,2104
2,27/07/22,709
20,13/06/22,1005
15,13/06/21,1387
45,12/03/21,111
86,17/01/21,1779
84,13/03/21,34
86,13/10/22,1833
53,12/05/22,203
18,1/10/22,88
53,13/12/21,277
20,18/12/22,1028
100,20/01/22,1939
68,28/03/22,1033
86,23/06/22,1717
10,24/02/22,343
86,20/12/21,1701
3,30/07/21,82
97,17/08/22,90
86,16/12/21,1904
60,11/02/21,223
18,22/04/22,159
21,2/02/22,497
57,30/07/21,412
100,16/07/22,1685
20,15/03/21,1093
97,26/06/21,146
76,2/10/22,32
2,19/03/22,499
40,13/07/22,196
74,1/10/21,38
68,18/02/22,1198
34,14/09/22,307
15,21/10/21,1276
57,15/07/21,387
3,12/04/22,18
20,9/09/22,1307
12,18/09/21,103
97,25/06/21,116
12,25/04/22,58
85,19/01/21,108
57,4/04/22,347
60,16/11/22,209
12,5/02/21,72
7,15/05/21,112
41,9/03/22,420
57,20/07/21,447
2,6/05/21,696
20,12/07/21,1188
34,31/03/22,286
48,29/04/22,4
30,23/01/21,45
86,4/02/22,1409
20,16/05/22,968
57,7/02/21,212
15,6/06/22,1276
38,5/04/22,343
15,16/06/21,1243
41,8/02/22,114
10,6/11/21,357
1,16/04/21,88
15,9/06/22,1213
68,6/03/21,1645
20,15/10/21,1321
53,5/06/22,306
100,22/08/21,542
57,25/11/21,505
8,23/12/22,142
20,24/07/21,1326
16,3/08/22,685
12,6/06/22,106
98,19/03/21,501
41,8/04/21,140
86,3/09/21,1855
45,20/08/22,84
57,21/05/22,401
10,11/05/22,545
18,21/05/22,78
47,2/08/22,149
76,4/02/21,116
20,2/03/21,1078
68,20/03/21,1824
2,23/02/22,512
10,19/03/21,356
15,29/09/21,1240
34,1/12/21,324
34,31/08/22,269
100,19/12/22,1640
16,24/08/22,675
92,18/09/21,14
25,9/04/21,82
57,17/09/21,220
97,17/07/21,127
18,5/01/21,202
77,27/01/21,20
15,27/07/21,1451
21,15/09/21,482
2,21/06/22,698
73,6/03/21,26
98,19/04/22,187
79,1/03/21,49
40,12/07/22,103
77,29/03/21,14
53,8/04/22,228
57,2/07/21,356
20,27/07/21,1234
68,27/06/21,1785
20,16/09/22,1328
97,8/05/22,73
19,23/06/21,231
16,3/11/22,735
18,28/06/21,30
19,26/06/21,422
68,28/06/22,1403
98,4/08/21,210
30,24/12/21,108
51,27/06/21,46
10,16/07/22,313
41,26/02/21,184
34,24/04/21,252
99,22/04/21,11
26,18/10/22,114
34,10/07/21,213
53,27/05/21,176
19,30/08/22,153
34,13/11/22,229
65,26/09/22,3
18,29/12/22,277
59,24/02/21,58
72,21/04/22,50
35,18/11/22,40
10,20/11/21,432
26,13/07/21,104
88,14/09/21,36
12,4/05/21,69
10,19/02/21,338
17,10/04/21,40
88,11/10/22,99
96,4/07/22,74
53,30/11/21,185
21,28/12/21,262
53,19/02/21,257
34,27/04/21,264
2,23/04/22,596
26,9/05/21,200
98,4/05/21,194
2,19/06/22,486
60,3/11/22,204
25,24/04/21,125
98,12/07/22,178
49,31/03/22,10
76,23/07/22,43
26,12/08/21,63
47,18/09/22,249
97,19/02/21,106
40,6/03/22,70
2,28/08/22,437
34,19/03/21,317
51,16/06/21,43
37,19/10/21,8
26,11/10/22,144
19,17/11/22,137
53,15/05/21,263
58,23/03/22,22
60,11/05/22,211
11,9/07/22,112
47,12/10/21,120
10,10/06/22,313
34,5/10/21,295
10,22/06/22,554
18,19/09/22,57
59,11/05/22,50
57,24/12/22,423
10,12/04/21,310
57,22/11/21,402
95,26/02/21,18
59,6/01/21,95
96,26/07/21,139
21,19/09/22,384
88,7/07/21,30
97,2/04/22,125
2,17/03/22,597
47,16/09/21,176
11,29/04/22,107
34,6/04/21,307
85,6/01/21,126
62,30/03/22,18
26,15/08/21,92
53,19/01/22,151
10,8/08/22,203
26,29/07/22,148
12,21/11/21,100
98,15/06/21,176
88,16/02/22,51
92,11/09/22,7
95,24/02/22,23
76,16/07/21,74
1,12/06/21,68
97,27/07/21,82
41,21/10/21,111
88,19/09/22,60
82,19/09/22,29
48,29/08/22,8
97,7/08/21,132
96,3/02/21,131
38,7/10/21,434
11,31/07/21,124
10,26/02/22,432
32,28/01/22,59
98,8/09/21,243
23,18/08/22,27
60,24/06/22,123
98,9/05/22,127
60,29/06/22,230
26,10/10/22,159
49,13/01/21,12
72,23/05/21,38
62,13/05/22,10
95,2/07/22,7
34,16/12/22,321
41,19/05/22,140
96,4/10/22,64
11,20/03/22,86
26,16/11/21,32
60,27/12/21,131
32,2/03/21,57
96,13/07/22,110
76,28/06/21,79
97,18/09/22,68
53,26/07/21,116
77,6/08/21,23
90,11/06/22,17
72,28/10/21,41
19,26/01/22,234
41,12/05/21,433
48,28/01/22,12
98,30/03/22,264
59,30/07/21,51
11,11/12/21,120
35,27/02/21,73
57,10/04/21,250
41,2/04/21,157
8,5/02/21,40
2,29/10/22,479
31,22/04/22,4
66,14/12/21,11
58,7/07/21,7
11,13/03/22,88
92,29/11/21,15
34,24/01/22,234
98,24/10/21,197
76,17/10/21,36
53,10/03/21,148
84,26/06/21,62
82,3/02/21,34
12,22/04/22,95
76,24/05/22,50
17,30/01/21,37
1,13/03/22,57
5,11/02/22,49
18,20/03/22,72
48,30/07/22,19
47,13/04/22,195
60,4/12/21,199
12,11/09/21,108
59,21/12/21,93
18,21/08/22,94
17,11/04/22,3
74,17/08/22,50
35,27/01/22,36
12,11/05/22,74
3,6/12/21,20
46,2/09/21,12
93,31/01/21,18
96,1/02/21,304
50,12/02/21,34
3,30/09/22,76
48,19/01/21,16
97,19/06/22,86
58,9/03/22,12
19,1/07/21,109
60,11/01/21,143
1,5/12/22,77
19,2/12/22,143
60,22/08/22,153
57,14/10/22,365
5,8/07/22,33
51,9/02/22,40
66,23/06/21,16
1,26/12/22,162
41,6/10/21,294
4,11/07/22,7
88,6/11/21,75
72,26/04/22,22
40,30/06/21,157
78,10/09/22,25
74,23/04/21,32
79,14/05/21,66
90,13/05/22,17
59,21/06/21,67
78,26/04/22,25
1,14/11/22,62
5,22/04/22,49
45,27/07/22,58
41,21/05/21,155
35,27/12/21,48
30,3/09/21,21
92,19/07/21,45
40,16/06/22,121
72,31/12/21,57
97,12/06/22,58
74,18/11/21,22
27,6/10/21,48
88,10/06/22,94
1,4/06/22,56
28,7/01/21,10
76,5/04/21,51
23,24/10/21,35
5,24/09/22,62
73,30/01/21,21
74,30/06/21,48
38,29/03/22,165
77,26/06/21,27
39,7/06/21,3
72,28/03/22,13
40,27/08/22,273
96,23/02/21,123
46,19/02/21,30
66,15/10/22,31
4,23/07/22,31
30,9/10/21,103
32,3/06/22,36
88,29/04/21,41
13,16/02/22,3
50,29/07/22,22
23,26/02/21,47
58,24/01/22,7
1,11/07/22,28
72,26/08/22,23
97,30/04/21,135
50,23/01/21,28
27,7/08/21,32
97,17/01/22,48
94,2/02/22,25
74,4/06/21,36
59,20/09/22,69
74,12/08/22,23
11,13/05/21,93
7,4/02/21,56
5,14/04/22,38
26,25/09/22,177
26,2/04/22,27
4,16/04/21,7
85,21/04/21,126
21,28/08/21,148
75,28/04/21,6
45,14/04/22,118
85,20/06/21,54
66,7/04/21,22
48,10/09/22,27
8,14/05/21,33
4,24/12/21,31
59,8/02/22,55
35,11/08/21,45
54,13/02/21,50
82,22/10/21,39
